#	RMS	refRMS	Tx	Ty	Tz	R1	R2	R3
0	1.69375e-11	8.74808e-12	-490.844	2.16525	1.98998	1.53578	1.761	1.49691
1	1.69375e-11	1.0386e-11	-490.844	2.16525	1.98998	1.53578	1.761	1.49691
2	1.69375e-11	1.20239e-11	-490.844	2.16525	1.98998	1.53578	1.761	1.49691
3	1.69375e-11	1.36617e-11	-490.844	2.16525	1.98998	1.53578	1.761	1.49691
4	1.69375e-11	1.52996e-11	-490.844	2.16525	1.98998	1.53578	1.761	1.49691
5	1.69375e-11	1.69375e-11	-490.844	2.16525	1.98998	1.53578	1.761	1.49691
6	1.69375e-11	1.69375e-11	-490.844	2.16525	1.98998	1.53578	1.761	1.49691
7	1.69375e-11	1.69375e-11	-490.844	2.16525	1.98998	1.53578	1.761	1.49691
8	1.69375e-11	1.69375e-11	-490.844	2.16525	1.98998	1.53578	1.761	1.49691
9	1.69375e-11	1.69375e-11	-490.844	2.16525	1.98998	1.53578	1.761	1.49691
10	1.69375e-11	1.69375e-11	-490.844	2.16525	1.98998	1.53578	1.761	1.49691
11	1.69375e-11	1.69375e-11	-490.844	2.16525	1.98998	1.53578	1.761	1.49691
12	1.69375e-11	1.69375e-11	-490.844	2.16525	1.98998	1.53578	1.761	1.49691
13	1.69375e-11	1.69375e-11	-490.844	2.16525	1.98998	1.53578	1.761	1.49691
14	1.69375e-11	1.69375e-11	-490.844	2.16525	1.98998	1.53578	1.761	1.49691
15	1.69375e-11	1.69375e-11	-490.844	2.16525	1.98998	1.53578	1.761	1.49691
16	1.69375e-11	1.69375e-11	-490.844	2.16525	1.98998	1.53578	1.761	1.49691
17	1.69375e-11	1.69375e-11	-490.844	2.16525	1.98998	1.53578	1.761	1.49691
18	1.69375e-11	1.69375e-11	-490.844	2.16525	1.98998	1.53578	1.761	1.49691
19	1.69375e-11	1.69375e-11	-490.844	2.16525	1.98998	1.53578	1.761	1.49691
20	1.73023	1.69375e-11	-490.844	2.16525	1.98998	1.53578	1.761	1.49691
21	1.98474	1.69375e-11	-490.844	2.16525	1.98998	1.53578	1.761	1.49691
22	2.13538	1.69375e-11	-490.844	2.16525	1.98998	1.53578	1.761	1.49691
23	1.82935	0.427077	-490.844	2.16525	1.98998	1.53578	1.761	1.49691
24	1.4995e-11	0.792947	-508.602	2.24409	2.0634	1.47272	-0.186275	-0.555113
25	1.4995e-11	0.792947	-507.479	2.23914	2.05884	1.47269	-0.18615	-0.555023
26	1.4995e-11	0.792947	-509.146	2.24649	2.0656	1.47269	-0.186069	-0.554964
27	1.4995e-11	0.792947	-511.365	2.25628	2.07461	1.47268	-0.185989	-0.554906
28	1.4995e-11	0.36587	-514.177	2.26869	2.08601	1.47267	-0.185912	-0.554851
29	1.4995e-11	1.4995e-11	-517.8	2.28468	2.10071	1.47265	-0.185837	-0.554796
30	1.4995e-11	1.4995e-11	-517.8	2.28468	2.10071	1.47265	-0.185837	-0.554796
31	1.4995e-11	1.4995e-11	-517.8	2.28468	2.10071	1.47265	-0.185837	-0.554796
32	1.4995e-11	1.4995e-11	-523.395	2.30936	2.12341	1.47265	-0.185836	-0.554796
33	1.4995e-11	1.4995e-11	-525.861	2.32024	2.13341	1.47265	-0.185836	-0.554796
34	1.4995e-11	1.4995e-11	-525.861	2.32024	2.13341	1.47265	-0.185836	-0.554796
35	1.4995e-11	1.4995e-11	-525.861	2.32024	2.13341	1.47265	-0.185836	-0.554796
36	1.4995e-11	1.4995e-11	-525.861	2.32024	2.13341	1.47265	-0.185836	-0.554796
37	1.49959e-11	1.4995e-11	-525.861	2.32024	2.13341	1.47265	-0.185836	-0.554796
38	1.4995e-11	1.49952e-11	-533.772	2.35515	2.16551	1.47265	-0.185834	-0.554794
39	1.4995e-11	1.49952e-11	-535.219	2.36153	2.17138	1.47265	-0.185836	-0.554796
40	0.0857802	1.49952e-11	-535.219	2.36153	2.17138	1.47265	-0.185836	-0.554796
41	0.116918	0.017156	-535.219	2.36153	2.17138	1.47265	-0.185836	-0.554796
42	0.116902	0.0405396	-535.219	2.36153	2.17138	1.47265	-0.185836	-0.554796
43	0.0857041	0.06392	-535.219	2.36153	2.17138	1.47265	-0.185836	-0.554796
44	9.52598e-12	0.0810608	-539.689	2.38109	2.18855	1.4734	1.81177	-0.503102
45	9.52598e-12	0.0810608	-545.348	2.40606	2.2115	1.47338	1.81213	-0.503161
46	9.52598e-12	0.0639048	-546.823	2.41256	2.21748	1.47338	1.81249	-0.503217
47	9.52598e-12	0.0405212	-548.585	2.42034	2.22463	1.47339	1.81285	-0.503274
48	9.52598e-12	0.0171408	-550.996	2.43098	2.23441	1.47339	1.81319	-0.503328
49	9.52598e-12	9.52598e-12	-554.306	2.44558	2.24783	1.47339	1.81352	-0.50338
50	9.52598e-12	9.52598e-12	-557.436	2.45939	2.26052	1.47339	1.81352	-0.50338
51	9.52598e-12	9.52598e-12	-559.752	2.46961	2.26991	1.47339	1.81352	-0.503381
52	9.52598e-12	9.52598e-12	-562.299	2.48084	2.28024	1.47339	1.81353	-0.503381
53	9.52598e-12	9.52598e-12	-565.097	2.49319	2.29159	1.47339	1.81353	-0.503381
54	9.52598e-12	9.52598e-12	-568.013	2.50605	2.30341	1.47339	1.81353	-0.503381
55	9.52598e-12	9.52598e-12	-570.795	2.51833	2.31469	1.47339	1.81353	-0.503381
56	9.52598e-12	9.52598e-12	-573.46	2.53009	2.3255	1.47339	1.81353	-0.503381
57	9.52598e-12	9.52598e-12	-573.46	2.53009	2.3255	1.47339	1.81353	-0.503381
